qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.01623392105102539,0.01466989517211914,0.014501094818115234,0.015043020248413086,0.015418291091918945,0.016222000122070312,0.010235309600830078
0.015192747116088867,0.014854907989501953,0.017618894577026367,0.014750957489013672,0.014810800552368164,0.016190767288208008,0.009117841720581055
0.013886213302612305,0.014322996139526367,0.01446986198425293,0.01414799690246582,0.01542210578918457,0.01723194122314453,0.009122133255004883
0.012238025665283203,0.013879060745239258,0.01447916030883789,0.014480113983154297,0.01501607894897461,0.01680779457092285,0.008772850036621094
0.013055086135864258,0.01454615592956543,0.014280080795288086,0.014248132705688477,0.015410900115966797,0.017017841339111328,0.00952601432800293
0.01253199577331543,0.014494895935058594,0.014216899871826172,0.014287948608398438,0.014873027801513672,0.017215967178344727,0.00918889045715332
0.012383222579956055,0.01456594467163086,0.015243768692016602,0.016509294509887695,0.016072988510131836,0.017361879348754883,0.008886098861694336
0.012682914733886719,0.014384984970092773,0.013914823532104492,0.01478886604309082,0.015948057174682617,0.016974687576293945,0.008952140808105469
0.013096094131469727,0.01436924934387207,0.014318227767944336,0.014186859130859375,0.015168905258178711,0.017527103424072266,0.009447813034057617
0.01320505142211914,0.01399993896484375,0.014828205108642578,0.014918804168701172,0.015832185745239258,0.016783952713012695,0.008837223052978516
0.012323856353759766,0.014693737030029297,0.014755964279174805,0.013556957244873047,0.015892982482910156,0.015880107879638672,0.00896000862121582
0.01352381706237793,0.013787984848022461,0.014132976531982422,0.013997077941894531,0.015697956085205078,0.016216754913330078,0.00859379768371582
0.012422800064086914,0.014023303985595703,0.01445317268371582,0.014712810516357422,0.016330242156982422,0.017663240432739258,0.008738994598388672
0.01671123504638672,0.014890909194946289,0.014734029769897461,0.01387333869934082,0.016077041625976562,0.017519235610961914,0.008686065673828125
0.018146753311157227,0.01462101936340332,0.014509916305541992,0.014195919036865234,0.015413999557495117,0.01997971534729004,0.008549213409423828
0.013253211975097656,0.014159917831420898,0.014251947402954102,0.013566017150878906,0.015684843063354492,0.01744222640991211,0.008686065673828125
0.01176595687866211,0.014640092849731445,0.01443624496459961,0.013983011245727539,0.014965057373046875,0.017581939697265625,0.008687734603881836
0.012240171432495117,0.014142990112304688,0.014430999755859375,0.01449894905090332,0.014528036117553711,0.017069101333618164,0.008594989776611328
0.01410675048828125,0.014587879180908203,0.014091968536376953,0.015068769454956055,0.014351129531860352,0.01738429069519043,0.008633136749267578
0.016358137130737305,0.014889240264892578,0.014342069625854492,0.01392507553100586,0.014665842056274414,0.016955137252807617,0.008569955825805664
0.013989925384521484,0.014620780944824219,0.014805078506469727,0.01427316665649414,0.015069007873535156,0.018027782440185547,0.008590221405029297
0.011954069137573242,0.01430201530456543,0.014660835266113281,0.015462160110473633,0.016032934188842773,0.04552602767944336,0.00872182846069336
0.012295961380004883,0.023021936416625977,0.014360904693603516,0.013433694839477539,0.015046834945678711,0.017673015594482422,0.008577108383178711
0.016759872436523438,0.020767927169799805,0.013962030410766602,0.013510942459106445,0.014781951904296875,0.01708197593688965,0.008912324905395508
0.01300501823425293,0.014375925064086914,0.014722108840942383,0.014855146408081055,0.015776872634887695,0.017279863357543945,0.008794069290161133
0.015450716018676758,0.01495814323425293,0.014595270156860352,0.01592874526977539,0.016693115234375,0.017729997634887695,0.008738994598388672
0.01681375503540039,0.014622926712036133,0.014271020889282227,0.0145111083984375,0.015419244766235352,0.017480850219726562,0.009129047393798828
0.014812946319580078,0.014594078063964844,0.014570951461791992,0.014250993728637695,0.016031980514526367,0.01751399040222168,0.00863504409790039
0.015563011169433594,0.017049789428710938,0.014477968215942383,0.014568805694580078,0.014791011810302734,0.01753401756286621,0.008609771728515625
0.015621185302734375,0.014924049377441406,0.014820098876953125,0.015213966369628906,0.015700101852416992,0.01687002182006836,0.0087127685546875
0.019117116928100586,0.015635251998901367,0.01416778564453125,0.015378952026367188,0.015278100967407227,0.017461061477661133,0.008791208267211914
0.013042926788330078,0.015587091445922852,0.014244794845581055,0.014805078506469727,0.016098737716674805,0.017374038696289062,0.008709192276000977
0.011545896530151367,0.015831947326660156,0.018873929977416992,0.015199899673461914,0.016208171844482422,0.017082691192626953,0.008671045303344727
0.011538028717041016,0.014683961868286133,0.015520095825195312,0.014728784561157227,0.01541900634765625,0.01699209213256836,0.008534669876098633
0.011126041412353516,0.014265060424804688,0.01601099967956543,0.013418912887573242,0.015311956405639648,0.016855955123901367,0.008639812469482422
0.011600017547607422,0.01467585563659668,0.01539301872253418,0.015525102615356445,0.015390872955322266,0.016860008239746094,0.00877690315246582
0.011149168014526367,0.014173030853271484,0.01433110237121582,0.014147043228149414,0.015092849731445312,0.017235994338989258,0.009481191635131836
0.011924028396606445,0.015434026718139648,0.014918088912963867,0.015633106231689453,0.015017032623291016,0.017138957977294922,0.008913040161132812
0.012357950210571289,0.014264106750488281,0.014652013778686523,0.01480412483215332,0.015024900436401367,0.015878915786743164,0.008595943450927734
0.011827945709228516,0.014373064041137695,0.014308929443359375,0.015327930450439453,0.015089035034179688,0.016392946243286133,0.00865626335144043
0.011749744415283203,0.014214038848876953,0.014281988143920898,0.014019966125488281,0.015622138977050781,0.016836166381835938,0.008826017379760742
0.011348962783813477,0.014497995376586914,0.014185905456542969,0.014587879180908203,0.015264034271240234,0.01733708381652832,0.008713006973266602
0.01068878173828125,0.014742136001586914,0.015117168426513672,0.013679265975952148,0.015002250671386719,0.016857147216796875,0.008750677108764648
0.010708808898925781,0.013801813125610352,0.014047861099243164,0.014207839965820312,0.01466679573059082,0.01702117919921875,0.008551836013793945
0.011347770690917969,0.014434099197387695,0.014206171035766602,0.01359415054321289,0.014206171035766602,0.016911983489990234,0.008494853973388672
0.011054039001464844,0.01408696174621582,0.014447927474975586,0.014558076858520508,0.014358997344970703,0.01733708381652832,0.008893013000488281
0.011790990829467773,0.013894081115722656,0.01490020751953125,0.014288902282714844,0.014436006546020508,0.017190933227539062,0.008618831634521484
0.014556884765625,0.014978885650634766,0.015201091766357422,0.014110803604125977,0.014204740524291992,0.01714015007019043,0.008542299270629883
0.011575937271118164,0.015156984329223633,0.015223026275634766,0.013644933700561523,0.014670133590698242,0.01734614372253418,0.00876307487487793
0.011881113052368164,0.014549970626831055,0.015403985977172852,0.015159130096435547,0.015105009078979492,0.018069982528686523,0.008340120315551758
0.010904073715209961,0.014364957809448242,0.015402793884277344,0.014410972595214844,0.015240907669067383,0.018744945526123047,0.008284807205200195
0.013281822204589844,0.014876127243041992,0.014678001403808594,0.01471090316772461,0.013973712921142578,0.01767420768737793,0.008443117141723633
0.015025138854980469,0.014059066772460938,0.013712882995605469,0.014168024063110352,0.015449762344360352,0.017778873443603516,0.008388996124267578
0.013885974884033203,0.013877153396606445,0.01487112045288086,0.014584064483642578,0.015758037567138672,0.017223119735717773,0.00851297378540039
0.012785911560058594,0.014709949493408203,0.014310836791992188,0.014955759048461914,0.01553797721862793,0.017059803009033203,0.008727073669433594
0.012895822525024414,0.014883995056152344,0.01485300064086914,0.014348030090332031,0.01498723030090332,0.017181873321533203,0.008572816848754883
0.011356830596923828,0.015069961547851562,0.014676094055175781,0.01346898078918457,0.01484227180480957,0.01729583740234375,0.008864879608154297
0.012608051300048828,0.014271020889282227,0.013908863067626953,0.01447606086730957,0.0154571533203125,0.019177913665771484,0.008859872817993164
0.01134800910949707,0.014372825622558594,0.014286041259765625,0.013878822326660156,0.015114068984985352,0.017333030700683594,0.00860285758972168
0.011512041091918945,0.014297246932983398,0.014389991760253906,0.013277053833007812,0.014997005462646484,0.017245054244995117,0.008723020553588867
0.011232137680053711,0.014697074890136719,0.014421939849853516,0.013492107391357422,0.01546478271484375,0.017190933227539062,0.008706092834472656
0.010645151138305664,0.014224767684936523,0.015223979949951172,0.014951944351196289,0.015780925750732422,0.017367124557495117,0.008738994598388672
0.01130986213684082,0.014799118041992188,0.014497756958007812,0.013762950897216797,0.015120267868041992,0.016829967498779297,0.008732080459594727
0.011459827423095703,0.01442098617553711,0.01425790786743164,0.014054298400878906,0.014597177505493164,0.017244815826416016,0.008700132369995117
0.011612176895141602,0.014757156372070312,0.01391911506652832,0.015047073364257812,0.014762163162231445,0.01698899269104004,0.008665800094604492
0.011322021484375,0.015360116958618164,0.014019012451171875,0.013971090316772461,0.014631986618041992,0.016965866088867188,0.008804082870483398
